,popularity,vote_count,original_language,title,vote_average,overview,release_date
8772,9.285,71,en,Flood,5.6,"Timely yet terrifying, The Flood predicts the unthinkable. When a raging storm coincides with high seas it unleashes a colossal tidal surge, which travels mercilessly down England's East Coast and into the Thames Estuary. Overwhelming the Barrier, torrents of water pour into the city. The lives of millions of Londoners are at stake.",2007-08-24
8773,9.284,100,en,Dr. Dolittle: Tail to the Chief,5.2,"Maya Dolittle (Kyla Pratt) is back in a heartwarming adventure of presidential proportions! Maya's dream of going to vet school is put on hold when she gets a call from the president of the United States. It seems the First Dog is out of control, and the president needs Maya's help. It's up to Maya and her own dog, Lucky, to stop a canine catastrophe from becoming a national crisis!.",2008-03-04
8774,9.284,568,he,Waltz with Bashir,7.8,Director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut. The usage of animation enabled Folman to illustrate their personal memories and dreams.,2007-12-25
8775,9.284,102,en,Viva Zapata!,7.0,"The story of Mexican revolutionary Emiliano Zapata, who led a rebellion against the corrupt, oppressive dictatorship of president Porfirio Diaz in the early 20th century.",1952-02-07
8776,9.283,582,en,The Inbetweeners Movie,6.2,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results in this smash hit UK raunchy comedy.",2011-08-19
8777,9.283,148,de,We Are the Night,6.3,"One night, 18 year old Lena is bitten by Louise, leader of a female vampire trio that are as deadly as they are beautiful. Her newfound vampiric lifestyle is a blessing and a curse at the same time. At first, she enjoys the limitless freedom, the luxury, the parties. But soon the murderous blood lust of her comrades in arms proves too much for her, and she falls dangerously in love with Tom, a young undercover cop. When she resolves to turn her back on the bloodsucking band of sisters, Louise fury knows no bounds. Lena will have to choose between immortal love and immortal life.",2010-10-28
8778,9.283,174,fr,Le Mac,5.7,A mild-mannered banker is forced to masquerade as a notorious gangster and pimp.,2010-02-16
8779,9.283,72,ko,Shiri,6.1,"North Korea's 8th Special Forces hijacks a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries.Ryu and Lee, special agents of O.P., South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu.",1999-02-13
8780,9.283,305,zh,"Lust, Caution",7.1,"During World War II a secret agent must seduce, then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",2007-09-28
8781,9.282,145,it,Facing Windows,7.2,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for a Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her.",2003-02-27
8782,10.761,0,en,Artemis Fowl,0.0,"With the help of his loyal protector Butler, 12-year-old genius Artemis Fowl, descendant of a long line of criminal masterminds, seeks to find his mysteriously disappeared father, and in doing so, uncovers an ancient, underground civilization—the amazingly advanced world of fairies. Deducing that his father’s disappearance is somehow connected to the secretive, reclusive fairy world, cunning Artemis concocts a dangerous plan—so dangerous that he ultimately finds himself in a perilous war of wits with the all-powerful fairies.",2020-05-29
8783,9.28,130,en,Arthur Newman,5.8,"A story of a man who fakes his own death and assumes a new identity in order to escape his life, who then moves in with a woman who is also trying to leave her past behind.",2012-09-07
8784,9.279,174,ja,Outrage,6.9,"The story begins with Sekiuchi, boss of the Sannokai, a huge organized crime syndicate controlling the entire Kanto region, issuing a stern warning to his lieutenant Kato and right-hand man Ikemoto, head of the Ikemoto-gumi. Kato orders Ikemoto to bring the unassociated Murase-gumi gang in line, and he immediately passes the task on to his subordinate Otomo, who runs his own crew. The tricky jobs that no-one wants to do always end up in Otomo’s lap.",2010-05-17
8785,9.436,153,fr,New Biz in the Hood,6.2,"Fred Bartel is the charismatic boss of a trendy Parisian communication agency, Happy Few. After a heated tax audit, he was forced by the administration to relocate overnight his company in La Courneuve. Fred and his team meet Samy, a young suburb who will quickly propose to teach them the rules and practices to adopt in this new environment.",2019-02-27
8786,9.278,174,ja,Naruto Shippuden the Movie: Road to Ninja,7.2,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",2012-07-28
8787,9.691,93,en,Best of Enemies,7.3,"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr.  Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers, and luxuriates in the language and the theater of their debates, begging the question, ""What has television done to the way we discuss politics in our democracy today?""",2015-07-31
8788,9.277,103,it,Why Did You Pick On Me?,6.2,"Following the events of The Sheriff and the Satellite Kid, Sheriff Hall and H-725 (using the official identity of Charlie Warren) still get no rest from the military - because the little alien has not yet grasped the meaning of keeping a low profile. They are constantly on the move, and H-725's father has had to pick them out of a tight spot too many times already.",1980-12-11
8789,9.276,561,en,An Officer and a Gentleman,6.9,"Zack Mayo is an aloof, taciturn man who aspires to be a navy pilot. Once he arrives at training camp for his 13-week officer's course, Mayo runs afoul of abrasive, no-nonsense drill Sergeant Emil Foley. Mayo is an excellent cadet, but a little cold around the heart, so Foley rides him mercilessly, sensing that the young man would be prime officer material if he weren't so self-involved. Zack's affair with a working girl is likewise compromised by his unwillingness to give of himself.",1982-07-28
8790,9.657,156,en,Small Crimes,5.4,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder - returns home looking for redemption but winds up trapped in the mess he left behind.",2017-04-28
8791,9.275,134,en,Toast,6.6,"An adaptation of celebrity chef Nigel Slater's bestselling memoir, 'Toast' is the ultimate nostalgic trip through everything edible in 1960's Britain. Nigel's mother was always a poor cook, but her chronic asthma and addiction to all things canned does not help.",2010-12-30
8792,9.274,96,en,A Man Called Horse,6.4,In 1825 an English aristocrat is captured by Indians. He lives with them and begins to understand/accept their lifestyles. Eventually he is accepted as part of the tribe and becomes their leader.,1970-05-01
8793,9.273,1815,en,Water for Elephants,6.9,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",2011-03-15
8794,9.273,106,en,Harriet the Spy,5.9,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",1996-07-10
8795,9.273,23,en,Julius Caesar,6.5,Twenty year-old Julius Caesar flees Rome for his life during the reign of Sulla but through skill and ambition rises four decades later to become Rome's supreme dictator.,2002-12-27
8796,9.273,101,en,Gridlock'd,6.8,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.",1997-01-29
8797,9.272,172,en,Meet Me in St. Louis,7.1,"In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",1944-11-28
8798,12.979,296,en,And So It Goes,6.0,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,2014-07-20
8799,9.271,184,en,Dreamer: Inspired By a True Story,6.6,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,2005-09-10
8800,9.271,85,en,Bob Roberts,6.5,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",1992-09-04
8801,7.404,242,en,Middle School: The Worst Years of My Life,7.0,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,2016-10-07
8802,9.27,67,en,Easter Parade,7.2,"On the day before Easter in 1911, Don Hewes is crushed when his dancing partner (and object of affection) Nadine Hale refuses to start a new contract with him. To prove Nadine's not important to him, Don acquires innocent new protegee Hannah Brown, vowing to make her a star in time for next year's Easter parade.",1948-07-08
8803,9.27,146,pl,A Short Film About Killing,7.8,"Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive.",1988-03-11
8804,11.921,169,en,Where Hands Touch,7.7,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",2018-09-14
8805,9.269,322,en,Jodorowsky's Dune,8.0,"Shot in France, England, Switzerland and the United States, this documentary covers director Alejandro Jodorowsky (El Topo, Holy Mountain, Santa Sangre) and his 1974 Quixotic attempt to adapt the seminal sci-fi novel Dune into a feature film. After spending 2 years and millions of dollars, the massive undertaking eventually fell apart, but the artists Jodorowsky assembled for the legendary project continued to work together. This group of artists, or his “warriors” as Jodorowsky named them, went on to define modern sci-fi cinema with such films as Alien, Blade Runner, Star Wars and Total Recall.",2013-08-30
8806,7.967,61,en,Mercy Black,6.1,"Fifteen years after conjuring an imaginary phantom known as Mercy Black, a repentant woman returns to her hometown to live with her sister and young nephew. But as Mercy continues to haunt her and the death count rises, she must face her deepest terror and discover the truth of her past before Mercy Black claims her nephew. Daniella Pineda, Austin Amelio, Elle LaMont, Miles Emmons, Lee Eddy, and Janeane Garofalo star in this terrifying story of regret, redemption, and the dark side of belief.",2019-03-31
8807,9.268,167,en,Girl vs. Monster,6.4,Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,2012-10-12
8808,9.268,354,en,Stay Alive,5.4,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",2006-03-24
8809,9.268,178,en,Reservation Road,6.6,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men react in unexpected ways as a reckoning looms in the near future.",2007-09-13
8810,10.658,107,en,Temple,4.0,"Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.",2017-09-01
8811,11.651,297,en,The Sea of Trees,6.3,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,2016-04-27
8812,9.267,251,en,Angels in the Outfield,6.0,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",1994-07-15
8813,9.265,480,it,Three Steps Over Heaven,5.7,A bad boy and a socialite girl hook-up.,2004-03-12
8814,7.485,0,en,The Sound of Philadelphia,0.0,A grieving brother turns to his family's criminal connections to seek revenge against the person who killed his sister.,2020-04-19
8815,12.965,84,en,St. Agatha,5.0,"St. Agatha is set in the 1950s in small town Georgia. A pregnant con woman named Agatha is on the run and seeks refuge in a convent hidden in deafening isolation. What first starts out as the perfect place to have a child turns into a dark lair where silence is forced. Ghastly secrets are masked, and every bit of will power Agatha has is tested. She soon learns the sick and twisted truth of the convent and the odd people that lurk inside its halls. Agatha must now find a way to discover the unyielding strength needed to escape and save her baby before she’s caged behind these walls forever.",2019-02-08
8816,9.16,101,en,Dave Chappelle: Equanimity,7.6,"Comedy legend Dave Chappelle returns to his roots with an all-new stand-up special filmed at the Warner Theatre in Washington, D.C.",2017-12-30
8817,8.65,117,en,Dad's Army,4.6,A cinema remake of the classic sitcom Dad's Army (1968). The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.,2016-02-05
8818,12.964,444,en,Shut In,5.2,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",2016-11-11
8819,9.26,663,fr,Fear City: A Family-Style Comedy,7.5,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",1994-03-09
8820,9.26,2559,en,Resident Evil: Apocalypse,6.2,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",2004-09-10
8821,9.259,136,en,Burning Bright,6.1,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",2010-08-17
8822,9.259,128,de,The Red Baron,6.5,"Richthofen goes off to war like thousands of other men. As fighter pilots, they become cult heroes for the soldiers on the battlefields. Marked by sportsmanlike conduct, technical exactitude and knightly propriety, they have their own code of honour. Before long he begins to understand that his hero status is deceptive. His love for Kate, a nurse, opens his eyes to the brutality of war.",2008-03-29
8823,9.257,149,en,Bo Burnham: Make Happy,8.4,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",2016-06-03
8824,9.257,148,it,Blood and Black Lace,7.5,"Inspector Sylvester is assigned to investigate the violent murder of a fashion house model Isabella, by a masked assailant. As the investigation proceeds all of the house’s various sins, including corruption, abortions, blackmail and drug addiction, begin to come to light. It turns out that Isabella had kept a diary detailing these vices, and now almost every employee becomes nervous.",1964-04-10
8825,9.257,311,en,"Play It Again, Sam",7.6,"A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes.",1972-05-04
8826,9.257,345,en,The Believer,7.0,"A hardcore US racist skinhead who, because of his intelligence, leads a gang dedicated to fighting the enemy: the supposed American-Jewish conspiracy for domination. However, he's hiding a secret: he's Jewish-born, a brilliant scholar whose questioning of the tenets of his faith has left him angry and confused, turning against those who he thinks have a tragic history of their own making.",2001-10-10
8827,12.957,1282,it,Dogman,7.6,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",2018-05-17
8828,9.255,250,en,Love and Honor,6.0,"When a young soldier in Vietnam gets dumped by his hometown girl, he and his best friend decide to go AWOL and return to the States to win her back.",2013-03-22
8829,10.648,658,fr,The New Adventures of Aladdin,4.8,"A pair of losers working at department store plan to rob the place after it closes. When a bunch of kids show up begging for a story, the men launch into an improvised version of Aladdin.",2015-10-14
8830,9.254,128,en,Meek's Cutoff,6.5,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",2010-09-05
8831,9.254,341,en,Two for the Money,6.0,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,2005-10-07
8832,9.253,107,cs,Valerie and Her Week of Wonders,6.9,"Valerie, a Czechoslovakian teenager living with her grandmother, is blossoming into womanhood, but that transformation proves secondary to the effects she experiences when she puts on a pair of magic earrings. Now seeing the world around her in a different light, Valerie must endure her sexual awakening while attempting to discern reality from fantasy as she encounters lecherous priest Gracian, a vampire-like stranger and otherworldly carnival folk.",1970-10-10
8833,12.953,1,id,Mariposa,8.5,"Acha was determined to have a boyfriend, but her heart fell on the cold-hearted Iqbal. She did everything she could so that Iqbal could become her boyfriend.",2020-03-12
8834,9.251,75,en,The Marine 3: Homefront,5.7,A Marine must do whatever it takes to save his kidnapped sister and stop a terrorist attack masterminded by a radical militia group.,2013-03-05
8835,9.251,240,en,Broadway Danny Rose,7.3,"A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova (Nick Apollo Forte), whose career is on the rebound.",1984-01-27
8836,9.251,94,ja,Shinobi: Heart Under Blade,6.4,"Even though Gennosuke and Oboro are from rival ninja villages, they are secretly in love. At an annual conference with the Lord, it is dictated that a competition--a fight to the death--will take place between the five best shinobi from each village. Gennosuke and Oboro's love is made even more impossible when they each got picked as the leader of the five to represent their respective villages.",2005-09-17
8837,9.25,62,en,The Blood of Heroes,6.4,"Set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. Sallow, the leader of a rag-tag team, has played in the main Leagues before, but was cast out because of indiscretions with a lady. However now joined by a talented newcomer, Kidda, an ambitious young peasant girl he and his team find they have one last chance for glory",1989-10-19
8838,9.249,105,en,Pirates,6.3,"Captain Red runs a hardy pirate ship with the able assistance of Frog, a dashing young French sailor. One day Capt. Red is captured and taken aboard a Spanish galleon, but thanks to his inventiveness, he raises the crew to mutiny, takes over the ship, and kidnaps the niece of the governor of Maracaibo. The question is, can he keep this pace up?",1986-05-08
8839,9.248,148,en,The Panic in Needle Park,6.8,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",1971-06-01
8840,9.248,99,en,Driving Lessons,6.2,"A shy teenage boy trying to escape the influence of his domineering mother, has his world changed when he begins to work for a retired actress.",2006-10-13
8841,9.248,1348,en,Lost Highway,7.6,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",1997-01-15
8842,9.247,170,en,Made in Dagenham,6.7,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",2010-09-11
8843,9.246,87,en,The Swarm,4.9,"Scientist Dr. Bradford Crane and army general Thalius Slater join forces to fight an almost invisible enemy threatening America; killer bees that have deadly venom and attack without reason. Disaster movie-master Irwin Allen's film contains spectacular special effects, including a train crash caused by the eponymous swarm.",1978-07-14
8844,9.245,225,en,24 Hour Party People,7.0,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",2002-02-13
8845,11.896,352,en,Deathgasm,6.3,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,2015-08-28
8846,9.244,23,en,Hansel & Gretel,5.4,"Hansel and Gretel is a 2002 film adaptation of the Brothers Grimm children's story. It stars Jacob Smith and Taylor Momsen as the eponymous characters. It includes the Sandman, played by Howie Mandel and Sinbad as a raven.",2002-10-16
8847,12.94,229,en,I Am Not Your Negro,8.1,"Working from the text of James Baldwin’s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",2017-02-03
8848,12.94,373,en,November Criminals,5.2,"When Addison investigates the murder of his friend Kevin with the help of Phoebe, they discover that the truth is darker than they had ever imagined.",2017-12-08
8849,11.192,68,en,Chuck,6.4,A drama inspired by the life of heavyweight boxer Chuck Wepner.,2017-05-05
8850,9.241,54,en,You Instead,7.0,Two feuding rock stars get handcuffed together for 24 hours at a music festival where they are both due to perform.,2011-09-16
8851,9.241,85,en,Trespass,6.3,"Two Arkansas firemen, Vince and Don, get hold of a map that leads to a cache of stolen gold in an abandoned factory in East St. Louis. What they don't know is that the factory is in the turf of a local gang, who come by to execute one of their enemies. Vince sees the shooting, the gang spots Vince, and extended mayhem ensues. As Vince and Don try to escape, gang leader King James argues with his subordinate Savon about how to get rid of the trespassers.",1992-12-25
8852,9.239,268,en,The Brass Teapot,6.0,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",2012-09-08
8853,9.239,72,en,While She Was Out,4.9,A suburban housewife is forced to fend for herself when she becomes stranded in a desolate forest with four murderous thugs.,2008-10-27
8854,9.237,161,en,Glee: The Concert Movie,7.2,"A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",2011-08-11
8855,9.237,212,en,Oliver!,7.1,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",1968-09-26
8856,10.153,199,ru,Salyut-7,7.1,"Salyut 7, the Soviet space station, was orbiting Earth in unmanned regime. Suddenly it stops responding to signals from the Ground Control. Fall of this station, the pride of soviet science and space industry, would not only damage the image of the country, but also bring upon tragedy, probably with loss of life. Astronauts have to be sent to the station to find what caused the breakdown and prevent the catastrophe. However, nobody has ever docked an uncontrolled object in space. To this day this is the most technically complicated mission in the history of the world of space navigation.",2017-09-22
8857,10.15,119,en,All Nighter,5.8,"When a globe-trotting, workaholic father trying to visit his daughter on a last minute layover in Los Angeles discovers that she’s disappeared, he forces her awkward, nervous ex-boyfriend, still nursing a broken heart, to help him find her over the course of one increasingly crazy night.",2017-03-10
8858,9.235,8,en,Hide,4.6,"A Boston detective investigates the mummified remains of six women, based on a novel by Lisa Gardner.",2011-12-06
8859,9.235,518,en,Say Anything...,7.3,"A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive, disapproving father interferes with their relationship. With a prized scholarship to study abroad hanging in the balance, Diane must find a way to make both men happy.",1989-04-14
8860,8.652,1,id,Dignitate,5.0,Based on the best-selling novel by Hana Margaretha.,2020-01-23
8861,12.411,196,en,Action Point,5.3,A daredevil designs and operates his own theme park with his friends.,2018-06-01
8862,8.646,113,en,Rebirth,4.9,A man's life is turned inside out after a visit from his college friend leads him into the unexpected.,2016-04-17
8863,9.234,630,en,The Iceman,6.5,"The true story of Richard Kuklinski, the notorious contract killer and family man.",2012-09-01
8864,9.233,102,en,The Bishop's Wife,7.1,"An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches.",1947-12-25
8865,9.233,317,en,Firestarter,6.1,"As youths, Andy McGee and his future wife, Vicky, participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie, begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""",1984-05-11
8866,9.233,153,en,Brassed Off,7.1,"A small Yorkshire mining town is threatened with being shut down and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",1996-11-01
8867,9.233,153,en,Brassed Off,7.1,"A small Yorkshire mining town is threatened with being shut down and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",1996-11-01
8868,9.132,8,en,The Maid,3.4,An emotionally troubled teenager gets into a passionate relationship with the older French woman working in his father's house.,2014-04-12
8869,9.232,493,en,Bringing Out the Dead,6.7,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",1999-10-22
8870,5.538,0,en,Dragon Rider,0.0,"An unlikely trio of heroes – a dragon, a boy and a forest brownie – embark on an epic adventure to find the “Rim of Heaven” - the mythological safe haven for all dragons.",2020-08-06
8871,10.392,101,fr,All About Them,6.1,"Charlotte is cheating on Micha with Mélodie. Not suspecting a thing, yet feeling neglected, Micha in turn cheats on Charlotte.  But also with Mélodie. For Mélodie, things are topsy-turvy. She lies to both of them. She is privy to each of their lies. And is in love with both of them at the same time.",2015-03-25
8872,9.229,160,en,Hearts of Darkness: A Filmmaker's Apocalypse,8.0,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",1991-09-06
8873,9.228,133,en,Letter from an Unknown Woman,8.2,"A pianist about to flee from a duel receives a letter from a woman he cannot remember. As she tells the story of her lifelong love for him, he is forced to reinterpret his own past.",1948-04-28
8874,7.823,0,en,The SpongeBob Movie: Sponge on the Run,0.0,"After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.",2020-05-21
8875,9.227,20,en,Super Eruption,5.3,A Yellowstone National Park scientist and a thrill-seeking ranger join forces to plug-up a volatile super volcano that threatens to wipe out the entire United States.,2011-03-08
8876,9.226,107,it,Troublemakers,6.1,Two brothers who hate themselves are going to spend Christmas with their mother. She tries to get them together.,1994-11-25
8877,9.225,212,en,Tin Toy,6.4,"Babies are hardly monster-like, unless you're a toy. After escaping a drooling baby, Tinny realizes that he wants to be played with after all. But in the amount of time it takes him to discover this, the baby's attention moves on to other things only an infant could find interesting.",1988-08-01
8878,9.663,138,en,Megalodon,5.7,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",2018-08-13
8879,6.724,35,es,The Wolf Hour,6.2,"Once a known counterculture figure, June E. Leigh now lives in self-imposed exile in her South Bronx apartment during the incendiary '77 Summer of Sam. When an unseen tormentor begins exploiting June's weaknesses, her insular universe begins to unravel.",2019-01-26
8880,9.224,95,en,Ride the High Country,7.0,An ex-lawman is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,1962-06-20
8881,9.224,98,en,Big Night,7.0,"Primo &amp; Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant.",1996-09-20
8882,9.224,115,en,Gossip,5.6,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.",2000-04-21
8883,9.224,91,en,Heartburn,6.2,"Rachel is a food writer at a New York magazine who meets Washington columnist Mark at a wedding and ends up falling in love with him despite her reservations about marriage. They buy a house, have a daughter, and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy.",1986-07-25
